access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,9.8426508904e-01,9.8362708092e-01,1.0589469805e+09,1.0596338432e+09
read,1,9.8426604271e-01,9.8362708092e-01,1.0589459544e+09,1.0596338432e+09
read,2,9.8426485062e-01,9.8362803459e-01,1.0589472370e+09,1.0596328158e+09
read,3,9.8426294327e-01,9.8362803459e-01,1.0589492890e+09,1.0596328158e+09
