access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.4606878757e+00,3.4595110416e+00,3.0117843083e+08,3.0128088376e+08
write,1,3.4606790543e+00,3.2494390011e+00,3.0117919855e+08,3.2075830433e+08
write,2,3.4606940746e+00,2.3064901829e+00,3.0117789135e+08,4.5189203567e+08
write,3,3.4606940746e+00,3.0634021759e+00,3.0117789135e+08,3.4023758036e+08
