access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,4.4470028877e+01,4.4469567060e+01,1.6229249637e+05,1.6229418178e+05
read,1,4.4470035076e+01,3.0007292032e+01,1.6229247374e+05,2.4051327232e+05
read,2,4.4470018148e+01,3.8286221981e+01,1.6229253552e+05,1.8850520178e+05
read,3,4.4470031977e+01,4.2162629843e+01,1.6229248506e+05,1.7117414229e+05
